,task_id,territory,geo_object_id,active_article_ids,wave,report_id,article_id
110,12238082,ЮРГА,17211,629992,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374452.0,629992.0
111,12238082,ЮРГА,17211,707685,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374453.0,707685.0
112,12238082,ЮРГА,17211,1605516,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374454.0,1605516.0
113,12238082,ЮРГА,17211,1537681,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374455.0,1537681.0
114,12238082,ЮРГА,17211,1458884,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374456.0,1458884.0
115,12238082,ЮРГА,17211,1537702,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374457.0,1537702.0
116,12238082,ЮРГА,17211,1537703,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374458.0,1537703.0
117,12238082,ЮРГА,17211,1537704,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374459.0,1537704.0
118,12238082,ЮРГА,17211,1537682,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374460.0,1537682.0
119,12238082,ЮРГА,17211,1537705,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374461.0,1537705.0
120,12308469,КЕМЕРОВО,16156,889481,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370912.0,889481.0
121,12308467,КЕМЕРОВО,16962,889481,lm_zs_2020_52_KVI_LOCAL-24-12-11,98368911.0,889481.0
122,12308459,КЕМЕРОВО,16962,1429654,lm_zs_2020_52_KVI_LOCAL-24-12-11,98368786.0,1429654.0
123,12308459,КЕМЕРОВО,16962,1143588,lm_zs_2020_52_KVI_LOCAL-24-12-11,98368787.0,1143588.0
124,12308459,КЕМЕРОВО,16962,678402,lm_zs_2020_52_KVI_LOCAL-24-12-11,98368788.0,678402.0
125,12308459,КЕМЕРОВО,16962,630019,lm_zs_2020_52_KVI_LOCAL-24-12-11,98368789.0,630019.0
126,12308459,КЕМЕРОВО,16962,1458913,lm_zs_2020_52_KVI_LOCAL-24-12-11,98368792.0,1458913.0
127,12308459,КЕМЕРОВО,16962,678439,lm_zs_2020_52_KVI_LOCAL-24-12-11,98368800.0,678439.0
128,12308457,КЕМЕРОВО,16154,1537700,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370373.0,1537700.0
129,12238076,ЮРГА,17211,889480,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374291.0,889480.0
130,12238076,ЮРГА,17211,889481,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374292.0,889481.0
131,12238076,ЮРГА,17211,889482,lm_zs_2020_52_KVI_LOCAL-24-12-11,98374293.0,889482.0
132,12308433,КЕМЕРОВО,16574,1363112,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371203.0,1363112.0
133,12308431,КЕМЕРОВО,16154,1458915,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370646.0,1458915.0
134,12308430,КЕМЕРОВО,16156,1363112,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370900.0,1363112.0
135,12238015,КЕМЕРОВО,16574,1429584,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371198.0,1429584.0
136,12238015,КЕМЕРОВО,16574,1429654,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371199.0,1429654.0
137,12238015,КЕМЕРОВО,16574,1143588,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371200.0,1143588.0
138,12238015,КЕМЕРОВО,16574,678402,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371201.0,678402.0
139,12238015,КЕМЕРОВО,16574,630019,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371202.0,630019.0
140,12238015,КЕМЕРОВО,16574,1363112,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371203.0,1363112.0
141,12238015,КЕМЕРОВО,16574,953282,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371204.0,953282.0
142,12238015,КЕМЕРОВО,16574,1458913,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371205.0,1458913.0
143,12238015,КЕМЕРОВО,16574,1458914,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371206.0,1458914.0
144,12238015,КЕМЕРОВО,16574,1458915,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371207.0,1458915.0
145,12238015,КЕМЕРОВО,16574,1143589,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371208.0,1143589.0
146,12238015,КЕМЕРОВО,16574,707695,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371209.0,707695.0
147,12238015,КЕМЕРОВО,16574,1458916,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371210.0,1458916.0
148,12238015,КЕМЕРОВО,16574,639126,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371211.0,639126.0
149,12238015,КЕМЕРОВО,16574,1458879,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371212.0,1458879.0
150,12238015,КЕМЕРОВО,16574,678439,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371213.0,678439.0
151,12238021,КЕМЕРОВО,16574,889480,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371195.0,889480.0
152,12238021,КЕМЕРОВО,16574,889481,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371196.0,889481.0
153,12238021,КЕМЕРОВО,16574,889482,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371197.0,889482.0
154,12238027,КЕМЕРОВО,16574,1458880,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371164.0,1458880.0
155,12238027,КЕМЕРОВО,16574,1458881,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371165.0,1458881.0
156,12238027,КЕМЕРОВО,16574,1537698,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371166.0,1537698.0
157,12238027,КЕМЕРОВО,16574,1537680,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371167.0,1537680.0
158,12238027,КЕМЕРОВО,16574,1537699,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371168.0,1537699.0
159,12238027,КЕМЕРОВО,16574,1143564,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371169.0,1143564.0
160,12238027,КЕМЕРОВО,16574,707773,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371170.0,707773.0
161,12238027,КЕМЕРОВО,16574,818738,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371171.0,818738.0
162,12238027,КЕМЕРОВО,16574,779180,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371172.0,779180.0
163,12238027,КЕМЕРОВО,16574,1537700,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371173.0,1537700.0
164,12238027,КЕМЕРОВО,16574,629992,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371174.0,629992.0
165,12238027,КЕМЕРОВО,16574,707685,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371175.0,707685.0
166,12238027,КЕМЕРОВО,16574,1605516,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371176.0,1605516.0
167,12238027,КЕМЕРОВО,16574,1537681,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371177.0,1537681.0
168,12238027,КЕМЕРОВО,16574,1458884,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371178.0,1458884.0
169,12238027,КЕМЕРОВО,16574,1537702,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371179.0,1537702.0
170,12238027,КЕМЕРОВО,16574,1537703,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371180.0,1537703.0
171,12238027,КЕМЕРОВО,16574,1537704,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371181.0,1537704.0
172,12238027,КЕМЕРОВО,16574,1537682,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371182.0,1537682.0
173,12238027,КЕМЕРОВО,16574,1537705,lm_zs_2020_52_KVI_LOCAL-24-12-11,98371183.0,1537705.0
174,12238004,КЕМЕРОВО,16156,889480,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370911.0,889480.0
175,12238004,КЕМЕРОВО,16156,889481,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370912.0,889481.0
176,12238004,КЕМЕРОВО,16156,889482,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370913.0,889482.0
177,12237998,КЕМЕРОВО,16156,1429584,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370895.0,1429584.0
178,12237998,КЕМЕРОВО,16156,1429654,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370896.0,1429654.0
179,12237998,КЕМЕРОВО,16156,1143588,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370897.0,1143588.0
180,12237998,КЕМЕРОВО,16156,678402,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370898.0,678402.0
181,12237998,КЕМЕРОВО,16156,630019,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370899.0,630019.0
182,12237998,КЕМЕРОВО,16156,1363112,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370900.0,1363112.0
183,12237998,КЕМЕРОВО,16156,953282,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370901.0,953282.0
184,12237998,КЕМЕРОВО,16156,1458913,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370902.0,1458913.0
185,12237998,КЕМЕРОВО,16156,1458914,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370903.0,1458914.0
186,12237998,КЕМЕРОВО,16156,1458915,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370904.0,1458915.0
187,12237998,КЕМЕРОВО,16156,1143589,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370905.0,1143589.0
188,12237998,КЕМЕРОВО,16156,707695,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370906.0,707695.0
189,12237998,КЕМЕРОВО,16156,1458916,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370907.0,1458916.0
190,12237998,КЕМЕРОВО,16156,639126,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370908.0,639126.0
191,12237998,КЕМЕРОВО,16156,1458879,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370909.0,1458879.0
192,12237998,КЕМЕРОВО,16156,678439,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370910.0,678439.0
193,12238009,КЕМЕРОВО,16156,1458880,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370873.0,1458880.0
194,12238009,КЕМЕРОВО,16156,1458881,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370874.0,1458881.0
195,12238009,КЕМЕРОВО,16156,1537698,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370875.0,1537698.0
196,12238009,КЕМЕРОВО,16156,1537680,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370876.0,1537680.0
197,12238009,КЕМЕРОВО,16156,1537699,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370877.0,1537699.0
198,12238009,КЕМЕРОВО,16156,1143564,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370878.0,1143564.0
199,12238009,КЕМЕРОВО,16156,707773,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370879.0,707773.0
200,12238009,КЕМЕРОВО,16156,818738,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370880.0,818738.0
201,12238009,КЕМЕРОВО,16156,779180,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370881.0,779180.0
202,12238009,КЕМЕРОВО,16156,1537700,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370882.0,1537700.0
203,12238009,КЕМЕРОВО,16156,629992,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370883.0,629992.0
204,12238009,КЕМЕРОВО,16156,707685,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370884.0,707685.0
205,12238009,КЕМЕРОВО,16156,1605516,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370885.0,1605516.0
206,12238009,КЕМЕРОВО,16156,1537681,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370886.0,1537681.0
207,12238009,КЕМЕРОВО,16156,1458884,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370887.0,1458884.0
208,12238009,КЕМЕРОВО,16156,1537702,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370888.0,1537702.0
209,12238009,КЕМЕРОВО,16156,1537703,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370889.0,1537703.0
210,12238009,КЕМЕРОВО,16156,1537704,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370890.0,1537704.0
